Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend
Selesai,2025-02-12 12:40:00,COD (Bayar di Tempat),6,0,0.0,1.32,0.0,17000.0,35320,17000.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Reguler,6,0
Selesai,2025-02-12 12:45:00,Saldo ShopeePay,1,0,0.0,1.0,0.0,8000.0,34800,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 13:23:00,Saldo ShopeePay,3,0,0.0,3.0,0.0,18000.0,29332,18000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,3,0
Selesai,2025-02-12 14:22:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,10000.0,17120,10000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 14:30:00,COD (Bayar di Tempat),1,0,0.0,0.11,0.0,9500.0,12185,9500.0,Banten,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 14:50:00,COD (Bayar di Tempat),3,0,0.0,0.66,0.0,15800.0,35008,15800.0,Jambi,Kitchen & Dining,nan,,SPX,Hemat,3,0
Selesai,2025-02-12 15:37:00,COD (Bayar di Tempat),1,0,0.0,1.4,0.0,16000.0,58200,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 15:52:00,Saldo ShopeePay,2,0,0.0,0.16,0.0,14500.0,12900,14500.0,Di Yogyakarta,Tools & Accessories,nan,,SPX,Hemat,2,0
Selesai,2025-02-12 17:29:00,Saldo ShopeePay,1,0,0.0,0.28,0.0,14000.0,28400,14000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 17:29:00,Saldo ShopeePay,1,0,0.0,0.28,0.0,14000.0,28400,14000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 17:29:00,Saldo ShopeePay,1,0,0.0,0.28,0.0,14000.0,28400,14000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 17:34:00,Saldo ShopeePay,1,0,0.0,0.2,0.0,13000.0,20900,13000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 17:39:00,Saldo ShopeePay,1,0,0.0,0.1,0.0,8000.0,10900,8000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 17:40:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,13000.0,11400,13000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,2,0
Selesai,2025-02-12 18:30:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,17000.0,22840,17000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 18:48:00,COD (Bayar di Tempat),1,0,0.0,1.7,0.0,14400.0,69250,14400.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 18:52:00,COD (Bayar di Tempat),1,0,0.0,4.0,12000.0,40000.0,390500,52000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 19:14:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,8000.0,16797,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 20:37:00,Saldo ShopeePay,1,0,0.0,0.1,0.0,9500.0,10900,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 21:40:00,SPayLater,1,0,0.0,4.0,0.0,40000.0,372175,40000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 22:30:00,COD (Bayar di Tempat),1,0,0.0,0.5,1000.0,15000.0,18498,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-12 23:18:00,SPayLater,1,0,0.0,0.5,0.0,9500.0,27028,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-12 23:18:00,SPayLater,2,0,0.0,0.5,0.0,9500.0,27028,9500.0,Banten,Tools & Accessories,nan,,SPX,Reguler,2,0
Batal,2025-02-13 00:01:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,36500.0,Sumatera Utara,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,0
Selesai,2025-02-13 03:57:00,Online Payment,1,0,0.0,1.0,0.0,16000.0,156200,16000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 06:18:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,16500.0,21800,16500.0,Jawa Tengah,Food Storage & Packaging,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 07:10:00,Online Payment,1,0,0.0,1.5,0.0,30600.0,97161,30600.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 08:07:00,COD (Bayar di Tempat),1,0,0.0,5.0,45100.0,20000.0,153630,65099.99999999999,Jawa Timur,Other,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 08:57:00,Saldo ShopeePay,1,0,0.0,0.07,0.0,13300.0,10900,13300.0,Di Yogyakarta,Kitchen & Dining,nan,,J&T,Express,1,0
Selesai,2025-02-13 09:00:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,8000.0,10360,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 09:02:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,18576,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Batal,2025-02-13 09:36:00,COD (Bayar di Tempat),1,0,0.0,0.07,0.0,0.0,0,9500.0,Jawa Barat,Kitchen & Dining,Pembeli,Lainnya/ berubah pikiran,SPX,Reguler,1,0
Batal,2025-02-13 09:51:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,0.0,0,13000.0,Jawa Barat,Kitchen & Dining,Pembeli,Lainnya/ berubah pikiran,SPX,Reguler,1,0
Selesai,2025-02-13 09:58:00,Online Payment,20,0,0.0,2.0,0.0,14400.0,345000,14400.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,20,0
Selesai,2025-02-13 10:00:00,SeaBank Bayar Instan,1,0,0.0,1.0,0.0,12400.0,15000,12400.0,Lampung,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 10:32:00,Saldo ShopeePay,1,0,0.0,0.34,1000.0,15000.0,20900,16000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 10:32:00,Saldo ShopeePay,1,0,0.0,0.34,1000.0,15000.0,20900,16000.0,Jawa Timur,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 10:35:00,COD (Bayar di Tempat),1,0,0.0,0.3,1000.0,15000.0,18720,16000.0,Jawa Tengah,Bathroom & Cleaning,nan,,SPX,Hemat,1,0
Selesai,2025-02-13 11:14:00,SPayLater,1,0,0.0,0.5,0.0,10000.0,18069,10000.0,Dki Jakarta,Home Organization & Living,nan,,JNE,Reguler,1,0
Selesai,2025-02-13 11:48:00,COD (Bayar di Tempat),2,0,0.0,0.6,0.0,16000.0,36360,16000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2025-02-13 13:30:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,10000.0,18576,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 14:07:00,SPayLater,4,0,0.0,0.68,0.0,17000.0,71700,17000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Reguler,4,0
Selesai,2025-02-13 14:07:00,SPayLater,1,0,0.0,0.68,0.0,17000.0,71700,17000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 14:35:00,Online Payment,1,0,0.0,0.55,0.0,10000.0,30000,10000.0,Dki Jakarta,Bathroom & Cleaning,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 14:35:00,Online Payment,1,0,0.0,0.55,0.0,10000.0,30000,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 14:51:00,COD (Bayar di Tempat),2,0,0.0,0.16,0.0,9500.0,12440,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,2,0
Selesai,2025-02-13 15:46:00,Saldo ShopeePay,12,0,2400.0,0.84,0.0,37000.0,106093,37000.0,Kalimantan Barat,Kitchen & Dining,nan,,SPX,Reguler,12,0
Selesai,2025-02-13 16:41:00,Saldo ShopeePay,1,0,0.0,1.0,0.0,17000.0,39800,17000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 20:27:00,Saldo ShopeePay,4,0,0.0,0.48,0.0,8000.0,33900,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,4,0
Selesai,2025-02-13 20:27:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,11000.0,22900,11000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 20:39:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,9000.0,10880,9000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Batal,2025-02-13 21:17:00,COD (Bayar di Tempat),4,0,0.0,0.8,0.0,0.0,0,35000.0,Kalimantan Selatan,Kitchen & Dining,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,4,0
Selesai,2025-02-13 21:43:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,13000.0,21900,13000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 22:48:00,Online Payment,1,0,0.0,0.5,0.0,9500.0,23000,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-13 23:14:00,Online Payment,3,0,0.0,1.0,6500.0,20000.0,80851,26500.0,Kalimantan Selatan,Kitchen & Dining,nan,,SPX,Pick Up Point,3,0
Selesai,2025-02-13 23:14:00,Online Payment,2,0,0.0,1.0,6500.0,20000.0,80851,26500.0,Kalimantan Selatan,Kitchen & Dining,nan,,SPX,Pick Up Point,2,0
Selesai,2025-02-13 23:50:00,SeaBank Bayar Instan,1,0,0.0,0.1,0.0,9500.0,14011,9500.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-14 00:42:00,COD (Bayar di Tempat),1,0,0.0,0.5,14300.0,20000.0,33448,34300.0,Sumatera Utara,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 08:50:00,Saldo ShopeePay,2,0,0.0,0.2,1000.0,15000.0,20900,16000.0,Jawa Tengah,Tools & Accessories,nan,,SPX,Hemat,2,0
Batal,2025-02-14 08:57:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,8000.0,Banten,Home Organization & Living,Pembeli,Penjual tidak responsif,SPX,Hemat,1,0
Selesai,2025-02-14 10:11:00,Online Payment,2,0,0.0,3.2,0.0,41600.0,42500,41600.0,Di Yogyakarta,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2025-02-14 10:12:00,Online Payment,2,0,0.0,3.2,0.0,41600.0,42500,41600.0,Di Yogyakarta,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2025-02-14 11:00:00,SPayLater,1,1,0.0,2.0,0.0,0.0,165,14400.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,0,0
Selesai,2025-02-14 11:25:00,Online Payment,2,0,0.0,1.0,0.0,23000.0,44000,23000.0,Bali,Home Organization & Living,nan,,SPX,Hemat,2,0
Batal,2025-02-14 11:29:00,Saldo ShopeePay,20,0,0.0,12.0,0.0,0.0,0,58100.0,Jawa Tengah,Home Organization & Living,Pembeli,Perlu mengubah pesanan,Platform Default,Kargo,20,0
Selesai,2025-02-14 11:59:00,Online Payment,1,0,0.0,0.1,0.0,8000.0,17500,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 12:03:00,Saldo ShopeePay,1,0,0.0,6.0,3300.0,20000.0,129531,23300.0,Jawa Barat,Kitchen & Dining,nan,,JNE,Kargo,1,0
Batal,2025-02-14 13:11:00,COD (Bayar di Tempat),1,0,0.0,1.7,0.0,0.0,0,46000.0,Sumatera Utara,Home Organization & Living,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,1,0
Selesai,2025-02-14 13:52:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,14800.0,22840,14800.0,Lampung,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 13:54:00,COD (Bayar di Tempat),1,1,0.0,1.4,0.0,0.0,2225,19800.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,0,0
Selesai,2025-02-14 13:57:00,Saldo ShopeePay,1,0,0.0,0.1,0.0,8000.0,14400,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 14:44:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,13000.0,14508,13000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-14 14:54:00,Online Payment,20,0,0.0,7.0,16400.0,30000.0,138400,46400.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,20,0
Selesai,2025-02-14 15:22:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,10000.0,18680,10000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-14 15:48:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,8000.0,76960,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 15:52:00,Saldo ShopeePay,1,0,0.0,0.15,0.0,10000.0,30875,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-14 15:52:00,COD (Bayar di Tempat),1,0,0.0,0.05,0.0,8000.0,42640,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 15:59:00,SPayLater,1,0,0.0,0.1,0.0,8000.0,16655,8000.0,Banten,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 16:12:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,13100.0,16600,13100.0,Lampung,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 16:30:00,Online Payment,2,0,0.0,3.5,7700.0,30000.0,145941,37700.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2025-02-14 16:30:00,Online Payment,2,0,0.0,3.5,7700.0,30000.0,145941,37700.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2025-02-14 16:30:00,Online Payment,2,0,0.0,3.5,7700.0,30000.0,145941,37700.0,Jawa Timur,Other,nan,,SPX,Hemat,2,0
Selesai,2025-02-14 17:11:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,13000.0,17120,13000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2025-02-14 17:25:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,8000.0,21800,8000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 17:29:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,8000.0,10360,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Batal,2025-02-14 17:35:00,COD (Bayar di Tempat),1,0,0.0,4.0,0.0,0.0,0,27200.0,Banten,Tools & Accessories,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,0
Selesai,2025-02-14 17:43:00,Online Payment,1,0,0.0,0.5,0.0,9500.0,18900,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2025-02-14 17:45:00,COD (Bayar di Tempat),1,0,0.0,4.0,0.0,27200.0,356000,27200.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 17:59:00,Online Payment,2,0,0.0,0.5,0.0,11000.0,28000,11000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Reguler,2,0
Selesai,2025-02-14 18:27:00,SPayLater,7,0,0.0,1.4,28000.0,60000.0,219817,88000.0,Kalimantan Timur,Tools & Accessories,nan,,JNE,Reguler,7,0
Batal,2025-02-14 19:13:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,0.0,0,30000.0,Kalimantan Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,0
Selesai,2025-02-14 19:58:00,Saldo ShopeePay,1,0,0.0,5.0,800000.0,20000.0,59325,20800.0,Banten,Other,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 20:38:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,14500.0,17120,14500.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 20:40:00,SeaBank Bayar Instan,1,0,0.0,7.0,23000.0,20000.0,122000,43000.0,Banten,Other,nan,,SPX,Instant Delivery,1,0
Selesai,2025-02-14 21:04:00,COD (Bayar di Tempat),3,0,0.0,0.6,13400.0,20000.0,63296,33400.0,Kalimantan Selatan,Kitchen & Dining,nan,,SPX,Hemat,3,0
Selesai,2025-02-14 21:35:00,COD (Bayar di Tempat),1,0,0.0,0.1,1000.0,15000.0,17640,16000.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2025-02-14 21:52:00,Saldo ShopeePay,1,0,0.0,2.8,59000.0,40000.0,170900,99000.0,Kepulauan Riau,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2025-02-15 03:32:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,13600.0,18576,13600.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-15 07:53:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,8000.0,12440,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-15 08:45:00,Saldo ShopeePay,1,0,0.0,1.0,25000.0,0.0,67900,25000.0,Banten,Home Organization & Living,nan,,GoSend,Same Day Delivery,1,1
Selesai,2025-02-15 10:29:00,Online Payment,1,0,0.0,0.1,5000.0,10000.0,16500,15000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-02-15 12:01:00,Saldo ShopeePay,2,0,0.0,0.16,500000.0,15000.0,13400,15500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,2,1
Selesai,2025-02-15 12:29:00,Online Payment,1,0,0.0,0.5,0.0,10000.0,17183,10000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-15 14:34:00,COD (Bayar di Tempat),3,0,0.0,0.6,0.0,13000.0,49360,13000.0,Banten,Kitchen & Dining,nan,,SPX,Hemat,3,1
Batal,2025-02-15 14:42:00,COD (Bayar di Tempat),1,0,0.0,1.7,0.0,0.0,0,69000.0,Sumatera Selatan,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,1
Selesai,2025-02-15 15:46:00,COD (Bayar di Tempat),1,0,0.0,3.0,13200.0,20000.0,55288,33200.0,Lampung,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-02-15 15:50:00,Online Payment,6,0,0.0,0.72,0.0,20000.0,71112,20000.0,Jambi,Kitchen & Dining,nan,,SPX,Hemat,6,1
Selesai,2025-02-15 15:55:00,COD (Bayar di Tempat),1,0,0.0,1.7,46000.0,20000.0,117090,66000.0,Bangka Belitung,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-15 17:13:00,Saldo ShopeePay,2,0,0.0,0.2,0.0,8000.0,15200,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,2,1
Selesai,2025-02-15 17:28:00,Online Payment,2,0,0.0,1.0,0.0,20000.0,108700,20000.0,Dki Jakarta,Other,nan,,SPX,Instant Delivery,2,1
Selesai,2025-02-15 17:28:00,Online Payment,10,0,0.0,1.0,0.0,20000.0,108700,20000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Instant Delivery,10,1
Selesai,2025-02-15 19:31:00,COD (Bayar di Tempat),1,0,0.0,0.7,5000.0,30000.0,29500,35000.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,1,1
Batal,2025-02-15 19:37:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,0.0,0,8000.0,Jawa Barat,Tools & Accessories,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,1
Selesai,2025-02-15 20:51:00,COD (Bayar di Tempat),10,0,0.0,2.0,10000.0,60000.0,164280,70000.0,Sumatera Selatan,Kitchen & Dining,nan,,SPX,Hemat,10,1
Selesai,2025-02-15 21:20:00,COD (Bayar di Tempat),12,0,0.0,6.0,55000.0,20000.0,119600,75000.0,Jawa Barat,Bathroom & Cleaning,nan,,SPX,Hemat,12,1
Selesai,2025-02-15 21:53:00,Saldo ShopeePay,2,0,0.0,1.0,0.0,10000.0,34800,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,2,1
Batal,2025-02-15 22:33:00,COD (Bayar di Tempat),1,0,0.0,0.15,0.0,0.0,0,16000.0,Di Yogyakarta,Kitchen & Dining,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,1
Selesai,2025-02-15 22:34:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,14400.0,44680,14400.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,2,1
Selesai,2025-02-15 23:00:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,22840,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,1
Batal,2025-02-16 01:03:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,0.0,0,34500.0,Kalimantan Timur,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,1
Selesai,2025-02-16 04:40:00,Saldo ShopeePay,1,0,0.0,0.65,16000.0,0.0,38900,16000.0,Jawa Timur,Other,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 07:51:00,COD (Bayar di Tempat),1,0,0.0,0.2,12300.0,20000.0,27800,32299.999999999996,Lampung,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 08:40:00,SeaBank Bayar Instan,6,0,0.0,0.6,0.0,14000.0,103900,14000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,6,1
Batal,2025-02-16 10:15:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,20100.0,Riau,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Reguler,1,1
Batal,2025-02-16 10:51:00,COD (Bayar di Tempat),1,0,0.0,3.2,0.0,0.0,0,20800.0,Jawa Barat,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,1
Selesai,2025-02-16 11:13:00,SPayLater,1,0,0.0,3.2,800000.0,20000.0,101419,20800.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 11:24:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,11000.0,18576,11000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-02-16 11:31:00,SeaBank Bayar Instan,5,0,0.0,1.0,0.0,11200.0,66000,11200.0,Lampung,Kitchen & Dining,nan,,SPX,Hemat,5,1
Selesai,2025-02-16 12:51:00,Saldo ShopeePay,2,0,0.0,0.2,0.0,8000.0,20900,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,2,1
Selesai,2025-02-16 13:11:00,COD (Bayar di Tempat),1,0,0.0,0.01,3000.0,10000.0,6720,13000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 13:47:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,8000.0,17120,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 14:08:00,Kartu Kredit/Debit,1,0,0.0,5.0,7200.0,20000.0,68825,27200.0,Jawa Barat,Other,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 15:23:00,Online Payment,1,0,0.0,0.5,0.0,10000.0,21210,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2025-02-16 15:50:00,Saldo ShopeePay,6,0,0.0,0.6,0.0,8000.0,43600,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,6,1
Selesai,2025-02-16 17:41:00,Saldo ShopeePay,1,0,0.0,4.0,5000.0,20000.0,381337,25000.0,Jambi,Tools & Accessories,nan,,JNE,Kargo,1,1
Selesai,2025-02-16 18:15:00,Saldo ShopeePay,1,0,0.0,0.65,18000.0,0.0,35650,18000.0,Jawa Barat,Other,nan,,JNE,Express,1,1
Selesai,2025-02-16 18:16:00,SeaBank Bayar Instan,2,0,0.0,0.21,0.0,10000.0,21500,10000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Reguler,2,1
Selesai,2025-02-16 18:16:00,SeaBank Bayar Instan,1,0,0.0,0.21,0.0,10000.0,21500,10000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Reguler,1,1
Selesai,2025-02-16 19:12:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,23000,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 19:24:00,SPayLater,2,0,0.0,0.4,0.0,16000.0,31300,16000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,2,1
Selesai,2025-02-16 19:41:00,Online Payment,2,0,0.0,0.2,0.0,16500.0,31645,16500.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Reguler,2,1
Selesai,2025-02-16 20:12:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,9500.0,10880,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,1
Selesai,2025-02-16 20:25:00,Online Payment,1,0,0.0,1.5,0.0,16000.0,60066,16000.0,Jawa Barat,Other,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 20:34:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,8000.0,17102,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 21:33:00,COD (Bayar di Tempat),1,0,0.0,0.1,8000.0,0.0,25440,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2025-02-16 21:34:00,Indomaret/i.Saku,1,0,0.0,0.3,8000.0,0.0,28500,8000.0,Dki Jakarta,Bathroom & Cleaning,nan,,SPX,Hemat,1,1
Selesai,2025-02-17 03:08:00,Saldo ShopeePay,1,0,0.0,0.1,8000.0,0.0,18900,8000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
