Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend,year_month,Total Harga
Selesai,2024-08-03 08:41:00,COD (Bayar di Tempat),1,0,0,0.3,8000,10000,26455,18000,Jawa Timur,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,34455
Selesai,2024-08-03 09:53:00,COD (Bayar di Tempat),1,0,0,0.5,9500,0,28560,9500,Banten,Home Organization & Living,,,J&T,Reguler,1,Yes,2024-08,38060
Selesai,2024-08-03 10:28:00,COD (Bayar di Tempat),1,0,0,1.2,0,10000,32200,10000,Jawa Barat,Kitchen & Dining,,,SPX,Reguler,1,Yes,2024-08,32200
Selesai,2024-08-03 10:53:00,COD (Bayar di Tempat),2,0,0,1.0,14400,25000,51128,39400,Kalimantan Timur,Home Organization & Living,,,SPX,Hemat,2,Yes,2024-08,65528
Selesai,2024-08-03 11:04:00,SPayLater,1,0,0,1.2,8000,0,90598,8000,Dki Jakarta,Food Storage & Packaging,,,SPX,Hemat,1,Yes,2024-08,98598
Batal,2024-08-03 11:55:00,SPayLater,2,0,0,3.4,0,0,0,146000,Riau,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Hemat,2,Yes,2024-08,0
Selesai,2024-08-03 12:39:00,SPayLater,2,0,0,0.16,0,9500,11100,9500,Banten,Tools & Accessories,,,SPX,Reguler,2,Yes,2024-08,11100
Selesai,2024-08-03 12:58:00,COD (Bayar di Tempat),1,0,0,0.5,3000,10000,21696,13000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,24696
Selesai,2024-08-03 12:59:00,COD (Bayar di Tempat),1,0,0,0.5,3000,10000,24712,13000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,27712
Selesai,2024-08-03 13:15:00,COD (Bayar di Tempat),1,0,0,0.6,8000,0,69200,8000,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,Yes,2024-08,77200
Selesai,2024-08-03 13:25:00,Saldo ShopeePay,2,0,0,0.16,0,9500,12000,9500,Banten,Tools & Accessories,,,SPX,Reguler,2,Yes,2024-08,12000
Selesai,2024-08-03 13:40:00,COD (Bayar di Tempat),2,0,0,1.0,0,10000,42184,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,2,Yes,2024-08,42184
Selesai,2024-08-03 15:23:00,COD (Bayar di Tempat),3,0,0,0.45,1000,15000,48840,16000,Jawa Barat,Bathroom & Cleaning,,,SPX,Hemat,3,Yes,2024-08,49840
Selesai,2024-08-03 15:27:00,Saldo ShopeePay,1,0,0,1.2,0,8000,26500,8000,Banten,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,26500
Selesai,2024-08-03 15:46:00,Online Payment,1,0,0,1.0,0,14500,40000,14500,Jawa Tengah,Food Storage & Packaging,,,SPX,Hemat,1,Yes,2024-08,40000
Batal,2024-08-03 16:33:00,SPayLater,1,0,0,0.68,0,0,0,19000,Lampung,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Reguler,1,Yes,2024-08,0
Batal,2024-08-03 16:33:00,SPayLater,2,0,0,0.68,0,0,0,19000,Lampung,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Reguler,2,Yes,2024-08,0
Batal,2024-08-03 16:33:00,SPayLater,2,0,0,0.68,0,0,0,19000,Lampung,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Reguler,2,Yes,2024-08,0
Selesai,2024-08-03 16:36:00,SPayLater,1,0,0,0.38,16000,0,40894,16000,Lampung,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,56894
Selesai,2024-08-03 16:36:00,SPayLater,1,0,0,0.38,16000,0,40894,16000,Lampung,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,56894
Selesai,2024-08-03 16:36:00,SPayLater,1,0,0,0.38,16000,0,40894,16000,Lampung,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,56894
Selesai,2024-08-03 16:43:00,COD (Bayar di Tempat),1,0,0,0.1,0,8000,16600,8000,Banten,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,16600
Selesai,2024-08-03 16:56:00,SPayLater,1,0,0,1.0,8000,0,28537,8000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,1,Yes,2024-08,36537
Batal,2024-08-03 17:34:00,COD (Bayar di Tempat),1,0,0,2.6,0,0,0,94500,Kalimantan Selatan,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,Yes,2024-08,0
Selesai,2024-08-03 17:38:00,Kartu Kredit/Debit,1,0,0,4.0,0,36000,364750,36000,Banten,Tools & Accessories,,,SPX,Instant Delivery,1,Yes,2024-08,364750
Selesai,2024-08-03 17:43:00,COD (Bayar di Tempat),1,0,0,0.08,0,9500,6200,9500,Banten,Tools & Accessories,,,SPX,Reguler,1,Yes,2024-08,6200
Selesai,2024-08-03 17:51:00,COD (Bayar di Tempat),1,0,0,0.08,0,9500,6200,9500,Jawa Barat,Tools & Accessories,,,SPX,Reguler,1,Yes,2024-08,6200
Selesai,2024-08-03 18:07:00,Saldo ShopeePay,1,0,0,0.5,0,10000,18900,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,18900
Selesai,2024-08-03 18:30:00,Saldo ShopeePay,1,0,0,0.5,12500,0,30385,12500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,42885
Selesai,2024-08-03 18:54:00,Online Payment,4,0,0,1.2,0,19000,72000,19000,Jawa Barat,Tools & Accessories,,,SPX,Reguler,4,Yes,2024-08,72000
Selesai,2024-08-03 20:00:00,COD (Bayar di Tempat),1,0,0,1.0,0,10000,36256,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,36256
Selesai,2024-08-03 21:09:00,Saldo ShopeePay,1,0,0,1.0,0,8000,100000,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,100000
Selesai,2024-08-03 21:19:00,Online Payment,1,0,0,0.5,0,10000,23337,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,23337
Selesai,2024-08-03 21:59:00,Saldo ShopeePay,1,0,0,0.51,0,10000,21370,10000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,21370
Selesai,2024-08-03 21:59:00,Saldo ShopeePay,1,0,0,0.51,0,10000,21370,10000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,1,Yes,2024-08,21370
Selesai,2024-08-03 22:25:00,COD (Bayar di Tempat),1,0,0,0.9,15500,20000,71200,35500,Bangka Belitung,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,86700
Selesai,2024-08-03 22:34:00,COD (Bayar di Tempat),5,0,0,1.0,0,16000,79000,16000,Banten,Kitchen & Dining,,,SPX,Reguler,5,Yes,2024-08,79000
Batal,2024-08-03 23:28:00,COD (Bayar di Tempat),1,0,0,1.0,0,0,0,35000,Sumatera Selatan,Home Organization & Living,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,Yes,2024-08,0
Batal,2024-08-04 00:04:00,Online Payment,1,0,0,0.6,0,0,0,14500,Jawa Tengah,Kitchen & Dining,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,1,Yes,2024-08,0
Batal,2024-08-04 02:38:00,Saldo ShopeePay,1,0,0,1.2,0,0,0,8000,Jawa Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,Yes,2024-08,0
Batal,2024-08-04 02:39:00,Saldo ShopeePay,1,0,0,1.2,0,0,0,8000,Jawa Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,Yes,2024-08,0
Selesai,2024-08-04 04:15:00,COD (Bayar di Tempat),2,0,0,0.4,1000,15000,33240,16000,Di Yogyakarta,Kitchen & Dining,,,SPX,Hemat,2,Yes,2024-08,34240
Selesai,2024-08-04 07:12:00,SeaBank Bayar Instan,1,0,0,0.9,0,10000,39951,10000,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,39951
Selesai,2024-08-04 07:12:00,SeaBank Bayar Instan,2,0,0,0.9,0,10000,39951,10000,Jawa Barat,Bathroom & Cleaning,,,SPX,Reguler,2,Yes,2024-08,39951
Selesai,2024-08-04 07:24:00,COD (Bayar di Tempat),2,0,0,0.6,1000,20000,37400,21000,Jawa Timur,Bathroom & Cleaning,,,SPX,Hemat,2,Yes,2024-08,38400
Selesai,2024-08-04 07:34:00,SeaBank Bayar Instan,1,0,0,0.08,0,9500,3637,9500,Banten,Tools & Accessories,,,SPX,Reguler,1,Yes,2024-08,3637
Selesai,2024-08-04 08:11:00,COD (Bayar di Tempat),1,0,0,0.2,9500,10000,22684,19500,Jawa Timur,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,32184
Selesai,2024-08-04 08:11:00,COD (Bayar di Tempat),1,0,0,0.4,0,9500,9320,9500,Banten,Kitchen & Dining,,,SPX,Reguler,1,Yes,2024-08,9320
Selesai,2024-08-04 09:53:00,COD (Bayar di Tempat),1,0,0,1.0,8000,0,24920,8000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,1,Yes,2024-08,32920
Selesai,2024-08-04 10:47:00,Online Payment,2,0,0,0.4,0,34000,106834,34000,Riau,Kitchen & Dining,,,SPX,Reguler,2,Yes,2024-08,106834
Selesai,2024-08-04 11:02:00,COD (Bayar di Tempat),1,0,0,0.2,5000,10000,21800,15000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,26800
Selesai,2024-08-04 11:48:00,COD (Bayar di Tempat),1,0,0,1.0,15500,20000,55246,35500,Sumatera Utara,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,70746
Selesai,2024-08-04 13:52:00,Saldo ShopeePay,1,0,0,1.0,0,17500,93000,17500,Jawa Tengah,Kitchen & Dining,,,SPX,Reguler,1,Yes,2024-08,93000
Selesai,2024-08-04 14:15:00,Online Payment,1,0,0,1.05,0,10000,35382,10000,Banten,Bathroom & Cleaning,,,SPX,Reguler,1,Yes,2024-08,35382
Selesai,2024-08-04 14:15:00,Online Payment,1,1,0,1.05,0,10000,35382,10000,Banten,Bathroom & Cleaning,,,SPX,Reguler,0,Yes,2024-08,35382
Selesai,2024-08-04 14:15:00,Online Payment,1,0,0,1.05,0,10000,35382,10000,Banten,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,35382
Selesai,2024-08-04 14:15:00,Online Payment,1,0,0,1.05,0,10000,35382,10000,Banten,Bathroom & Cleaning,,,SPX,Reguler,1,Yes,2024-08,35382
Selesai,2024-08-04 14:24:00,SPayLater,1,0,0,1.7,0,20000,66650,20000,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,66650
Selesai,2024-08-04 15:31:00,COD (Bayar di Tempat),2,0,0,0.4,0,10000,32200,10000,Dki Jakarta,Kitchen & Dining,,,SPX,Reguler,2,Yes,2024-08,32200
Selesai,2024-08-04 16:05:00,Online Payment,1,0,0,0.1,8000,0,19000,8000,Dki Jakarta,Tools & Accessories,,,SPX,Hemat,1,Yes,2024-08,27000
Selesai,2024-08-04 16:13:00,COD (Bayar di Tempat),1,0,0,0.5,10500,0,29496,10500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,39996
Selesai,2024-08-04 17:20:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,18576,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,18576
Selesai,2024-08-04 17:33:00,Online Payment,1,0,0,1.1,7000,20000,53700,27000,Bangka Belitung,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-08,60700
Selesai,2024-08-04 17:33:00,Online Payment,1,0,0,1.1,7000,20000,53700,27000,Bangka Belitung,Kitchen & Dining,,,SPX,Reguler,1,Yes,2024-08,60700
Selesai,2024-08-04 19:04:00,COD (Bayar di Tempat),1,0,0,0.08,5500,10000,11920,15500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,Yes,2024-08,17420
Batal,2024-08-04 20:03:00,SPayLater,1,0,0,1.7,0,0,0,54000,Lampung,Home Organization & Living,Sistem Otomatis,Pengiriman gagal,SPX,Pick Up Point,1,Yes,2024-08,0
Selesai,2024-08-04 20:34:00,Online Payment,2,0,0,0.2,0,9500,24132,9500,Jawa Barat,Kitchen & Dining,,,JNE,Reguler,2,Yes,2024-08,24132
Selesai,2024-08-04 20:57:00,COD (Bayar di Tempat),1,0,0,1.0,0,13500,95640,13500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,95640
Selesai,2024-08-04 21:12:00,COD (Bayar di Tempat),1,0,0,1.0,500000,15000,32720,15500,Di Yogyakarta,Kitchen & Dining,,,SPX,Hemat,1,Yes,2024-08,532720
Selesai,2024-08-04 21:44:00,Saldo ShopeePay,1,0,0,0.5,8000,0,27000,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,35000
Selesai,2024-08-04 23:39:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18680,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-08,18680
Selesai,2024-08-05 00:30:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,17526,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,17526
Selesai,2024-08-05 01:33:00,COD (Bayar di Tempat),1,0,0,0.5,3500,10000,25232,13500,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,28732
Selesai,2024-08-05 02:16:00,SPayLater,1,0,0,1.0,15000,20000,46955,35000,Kalimantan Selatan,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,61955
Selesai,2024-08-05 04:01:00,Saldo ShopeePay,1,0,0,0.5,0,10000,15830,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,15830
Batal,2024-08-05 06:10:00,COD (Bayar di Tempat),2,0,0,1.2,0,0,0,33500,Sumatera Selatan,Kitchen & Dining,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Hemat,2,No,2024-08,0
Selesai,2024-08-05 06:23:00,COD (Bayar di Tempat),6,0,0,1.2,39500,0,101360,39500,Lampung,Kitchen & Dining,,,SPX,Hemat,6,No,2024-08,140860
Selesai,2024-08-05 07:56:00,COD (Bayar di Tempat),1,0,0,0.5,0,9000,18576,9000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,18576
Selesai,2024-08-05 08:37:00,Online Payment,1,0,0,0.5,0,9000,14964,9000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,14964
Selesai,2024-08-05 09:37:00,COD (Bayar di Tempat),1,0,0,1.35,6000,10000,33240,16000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,39240
Selesai,2024-08-05 09:40:00,Saldo ShopeePay,1,0,0,0.5,0,9000,20234,9000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,20234
Selesai,2024-08-05 09:46:00,Online Payment,2,0,0,2.0,0,16000,180360,16000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,2,No,2024-08,180360
Selesai,2024-08-05 09:56:00,COD (Bayar di Tempat),1,0,0,0.3,13000,0,30120,13000,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,43120
Selesai,2024-08-05 10:09:00,SPayLater,1,0,0,2.7,17500,20000,93395,37500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,110895
Selesai,2024-08-05 10:09:00,SPayLater,1,0,0,2.7,17500,20000,93395,37500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,110895
Selesai,2024-08-05 11:09:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,24920,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,24920
Selesai,2024-08-05 11:22:00,Saldo ShopeePay,1,0,0,0.5,0,10000,19000,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,19000
Selesai,2024-08-05 11:23:00,Saldo ShopeePay,6,0,0,3.0,4000,20000,105372,24000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,6,No,2024-08,109372
Selesai,2024-08-05 11:31:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,20737,9500,Banten,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,20737
Selesai,2024-08-05 12:44:00,Saldo ShopeePay,2,0,0,1.7,0,20000,116112,20000,Jawa Barat,Kitchen & Dining,,,SPX,Reguler,2,No,2024-08,116112
Selesai,2024-08-05 12:44:00,Saldo ShopeePay,1,0,0,1.7,0,20000,116112,20000,Jawa Barat,Kitchen & Dining,,,SPX,Reguler,1,No,2024-08,116112
Selesai,2024-08-05 12:45:00,COD (Bayar di Tempat),1,0,0,0.3,0,9500,18680,9500,Banten,Bathroom & Cleaning,,,SPX,Reguler,1,No,2024-08,18680
Selesai,2024-08-05 13:02:00,COD (Bayar di Tempat),2,0,0,1.0,0,10000,36360,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,2,No,2024-08,36360
Selesai,2024-08-05 13:31:00,Online Payment,1,0,0,0.5,0,9500,19774,9500,Banten,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,19774
Selesai,2024-08-05 13:44:00,COD (Bayar di Tempat),1,0,0,1.0,5500,10000,27462,15500,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-08,32962
Selesai,2024-08-05 13:46:00,SPayLater,2,0,0,1.0,0,20500,34339,20500,Jawa Timur,Home Organization & Living,,,SPX,Reguler,2,No,2024-08,34339
Selesai,2024-08-05 13:55:00,Online Payment,1,0,0,1.1,0,10000,50016,10000,Dki Jakarta,Other,,,SPX,Reguler,1,No,2024-08,50016
Selesai,2024-08-05 13:55:00,Online Payment,2,0,0,1.1,0,10000,50016,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,2,No,2024-08,50016
Selesai,2024-08-05 14:02:00,Saldo ShopeePay,1,0,0,1.0,0,19000,94000,19000,Jawa Timur,Other,,,SPX,Hemat,1,No,2024-08,94000
Selesai,2024-08-05 14:07:00,COD (Bayar di Tempat),1,0,0,0.5,0,10000,18680,10000,Banten,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,18680
Selesai,2024-08-05 14:11:00,COD (Bayar di Tempat),1,0,0,0.7,0,8000,84200,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,84200
Selesai,2024-08-05 14:36:00,COD (Bayar di Tempat),1,0,0,1.0,0,31500,32720,31500,Sulawesi Selatan,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,32720
Selesai,2024-08-05 15:25:00,Saldo ShopeePay,1,0,0,0.5,0,9500,20544,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,20544
Selesai,2024-08-05 15:47:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18680,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,18680
Batal,2024-08-05 16:01:00,Online Payment,2,0,0,24.0,0,0,0,408000,Jawa Tengah,Tools & Accessories,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,2,No,2024-08,0
Selesai,2024-08-05 16:05:00,Saldo ShopeePay,1,0,0,1.2,0,10000,34500,10000,Banten,Kitchen & Dining,,,SPX,Reguler,1,No,2024-08,34500
Batal,2024-08-05 16:29:00,COD (Bayar di Tempat),2,0,0,1.2,0,0,0,33500,Nanggroe Aceh Darussalam,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,2,No,2024-08,0
Selesai,2024-08-05 17:00:00,Saldo ShopeePay,2,0,0,24.0,0,87700,2718000,87700,Jawa Tengah,Tools & Accessories,,,J&T,Kargo,2,No,2024-08,2718000
Selesai,2024-08-05 17:29:00,COD (Bayar di Tempat),1,0,0,0.2,18500,30000,55080,48500,Nanggroe Aceh Darussalam,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,73580
Selesai,2024-08-05 17:35:00,Online Payment,1,0,0,6.0,25000,20000,80000,45000,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,105000
Selesai,2024-08-05 17:47:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,18576
Selesai,2024-08-05 18:44:00,SPayLater,1,0,0,0.5,0,10000,13802,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,13802
Batal,2024-08-05 19:17:00,COD (Bayar di Tempat),1,0,0,0.2,0,0,0,48000,Lampung,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,No,2024-08,0
Selesai,2024-08-05 19:30:00,COD (Bayar di Tempat),2,0,0,1.0,0,13000,35152,13000,Banten,Home Organization & Living,,,SPX,Hemat,2,No,2024-08,35152
Selesai,2024-08-05 19:36:00,COD (Bayar di Tempat),4,0,0,2.0,0,20000,71304,20000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,4,No,2024-08,71304
Selesai,2024-08-05 19:48:00,Saldo ShopeePay,1,0,0,0.5,0,9500,21800,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,21800
Selesai,2024-08-05 20:20:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,18576,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,18576
Selesai,2024-08-05 20:26:00,COD (Bayar di Tempat),3,0,0,0.6,12500,20000,60800,32500,Sulawesi Tengah,Kitchen & Dining,,,J&T,Hemat,3,No,2024-08,73300
Selesai,2024-08-05 20:40:00,COD (Bayar di Tempat),2,0,0,0.16,0,9000,11400,9000,Jawa Barat,Tools & Accessories,,,SPX,Hemat,2,No,2024-08,11400
Selesai,2024-08-05 20:45:00,COD (Bayar di Tempat),1,0,0,0.5,20500,10000,37400,30500,Kalimantan Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,57900
Selesai,2024-08-05 20:47:00,COD (Bayar di Tempat),1,0,0,0.5,0,30500,17000,30500,Kalimantan Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,17000
Selesai,2024-08-05 20:59:00,COD (Bayar di Tempat),1,0,0,0.08,0,8000,6720,8000,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2024-08,6720
Batal,2024-08-05 21:11:00,Online Payment,7,0,0,0.7,0,0,0,40000,Kalimantan Tengah,Kitchen & Dining,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Reguler,7,No,2024-08,0
Selesai,2024-08-05 21:23:00,SPayLater,1,0,0,0.29,0,9500,22513,9500,Jawa Barat,Kitchen & Dining,,,SPX,Reguler,1,No,2024-08,22513
Selesai,2024-08-05 21:23:00,SPayLater,1,0,0,0.29,0,9500,22513,9500,Jawa Barat,Tools & Accessories,,,SPX,Reguler,1,No,2024-08,22513
Selesai,2024-08-05 21:23:00,SPayLater,1,0,0,0.29,0,9500,22513,9500,Jawa Barat,Tools & Accessories,,,SPX,Reguler,1,No,2024-08,22513
Selesai,2024-08-05 22:02:00,COD (Bayar di Tempat),2,0,0,0.16,0,9500,11400,9500,Jawa Barat,Tools & Accessories,,,SPX,Reguler,2,No,2024-08,11400
Selesai,2024-08-05 22:10:00,Online Payment,1,0,0,0.08,0,9500,5916,9500,Banten,Tools & Accessories,,,SPX,Reguler,1,No,2024-08,5916
Selesai,2024-08-05 22:35:00,Saldo ShopeePay,1,0,0,0.5,0,10000,18900,10000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,18900
Selesai,2024-08-05 22:57:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,18576,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,18576
Selesai,2024-08-06 06:49:00,COD (Bayar di Tempat),1,0,0,0.3,13500,10000,32720,23500,Jawa Timur,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-08,46220
Batal,2024-08-06 07:29:00,COD (Bayar di Tempat),2,0,0,0.6,0,0,0,21500,Jawa Timur,Bathroom & Cleaning,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,2,No,2024-08,0
Selesai,2024-08-06 08:06:00,SPayLater,1,0,0,1.0,0,19000,31805,19000,Lampung,Kitchen & Dining,,,SPX,Reguler,1,No,2024-08,31805
Selesai,2024-08-06 08:10:00,COD (Bayar di Tempat),1,0,0,0.05,0,10000,3080,10000,Dki Jakarta,Kitchen & Dining,,,SPX,Reguler,1,No,2024-08,3080
Selesai,2024-08-06 08:13:00,COD (Bayar di Tempat),1,0,0,0.15,0,10000,6720,10000,Dki Jakarta,Kitchen & Dining,,,SPX,Reguler,1,No,2024-08,6720
Selesai,2024-08-06 09:00:00,COD (Bayar di Tempat),1,0,0,1.0,11500,10000,36360,21500,Di Yogyakarta,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-08,47860
Batal,2024-08-06 10:03:00,COD (Bayar di Tempat),2,0,0,1.0,0,0,0,49400,Kalimantan Timur,Home Organization & Living,Sistem Otomatis,Pengiriman gagal,J&T,Hemat,2,No,2024-08,0
Selesai,2024-08-06 10:21:00,COD (Bayar di Tempat),1,0,0,0.08,0,9500,6200,9500,Banten,Tools & Accessories,,,SPX,Reguler,1,No,2024-08,6200
Selesai,2024-08-06 10:24:00,Saldo ShopeePay,3,0,0,1.2,0,10000,86752,10000,Jawa Barat,Food Storage & Packaging,,,SPX,Reguler,3,No,2024-08,86752
Selesai,2024-08-06 10:58:00,SPayLater,1,0,0,12.0,0,34000,1343961,34000,Dki Jakarta,Tools & Accessories,,,GoSend,Instant Delivery,1,No,2024-08,1343961
Selesai,2024-08-06 11:17:00,COD (Bayar di Tempat),3,0,0,0.9,15500,20000,63920,35500,Kalimantan Barat,Kitchen & Dining,,,SPX,Hemat,3,No,2024-08,79420
Selesai,2024-08-06 12:14:00,Saldo ShopeePay,1,0,0,0.41,0,10000,25000,10000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-08,25000
Selesai,2024-08-06 12:14:00,Saldo ShopeePay,1,0,0,0.41,0,10000,25000,10000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-08,25000
Batal,2024-08-06 12:35:00,Online Payment,1,0,0,1.5,0,0,0,16000,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah voucher,Platform Default,Hemat,1,No,2024-08,0
Batal,2024-08-06 12:35:00,Online Payment,2,0,0,1.5,0,0,0,16000,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah voucher,Platform Default,Hemat,2,No,2024-08,0
Selesai,2024-08-06 12:39:00,COD (Bayar di Tempat),1,0,0,0.5,0,10000,21592,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,21592
Selesai,2024-08-06 12:39:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-08,18576
Selesai,2024-08-06 12:40:00,COD (Bayar di Tempat),1,0,0,1.0,0,10000,39272,10000,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-08,39272
